date,year,week,id_project,project_name,start_price,end_price,performance,rank
2023-09-30,2023,39,1629,Internxt,0.13219,0.158543,0.19935698615629008,1.0
2023-09-30,2023,39,6001,r/FortNiteBR Bricks,0.098716,0.087185,-0.1168098383240812,2.0
2023-09-30,2023,39,6156,CyberFi,0.116093,0.122262,0.053138432119076894,3.0
2023-09-30,2023,39,11603,Witch Token,0.130589,0.138775,0.06268521850998168,4.0
2023-09-30,2023,39,7692,ETHA Lend,0.00944449,0.008885,-0.05923983190198722,5.0
2023-09-30,2023,39,16990,Shina Inu,5.13184e-07,5.26055e-07,0.025080672819105733,6.0
2023-09-30,2023,39,13024,Kitty Inu,1.115e-05,1.237e-05,0.10941704035874442,7.0
2023-09-30,2023,39,14596,Soldex,0.00010227,0.000105,0.02669404517453808,8.0
2023-09-30,2023,39,14370,Argentine Football Association Fan Token,0.695656,0.728655,0.04743580160309118,9.0
2023-09-30,2023,39,13212,Zuki Moba,0.00017243,0.00017321,0.0045235747839703225,10.0
2023-09-30,2023,39,13346,Spool DAO Token,0.287387,0.272946,-0.05024931538308964,11.0
2023-09-30,2023,39,6670,Whiteheart,171.9,160.9,-0.06399069226294357,12.0
2023-09-30,2023,39,12979,Flamengo Fan Token,0.461521,0.46558,0.008794832737838536,13.0
2023-09-30,2023,39,1255,Viberate,0.0473646,0.0452915,-0.043768975141772574,14.0
2023-09-30,2023,39,10091,Spores Network,0.00040233,0.00040453,0.005468148037680509,15.0
2023-09-30,2023,39,9958,Throne,0.0380148,0.0403333,0.06098940412681379,16.0
2023-09-30,2023,39,11247,NASDEX Token,0.114505,0.158839,0.3871795991441423,17.0
2023-09-30,2023,39,13253,Witnet,0.00610287,0.00491642,-0.19440853237902814,18.0
2023-09-30,2023,39,6446,ClinTex CTi,0.0141301,0.0133858,-0.05267478644878662,19.0
2023-09-30,2023,39,16869,BRN Metaverse,0.0472605,0.0491238,0.03942615926619493,20.0
2023-09-30,2023,39,13828,DappRadar,0.00601581,0.00544382,-0.09508112789466416,21.0
2023-09-30,2023,39,9995,BabySwap,0.00552742,0.0055031,-0.004399882766281475,22.0
2023-09-30,2023,39,106,Aditus,0.00026952,0.00027043,0.003376372810923185,23.0
2023-09-30,2023,39,209,Arcs,0.0018211,0.00139486,-0.23405633957498218,24.0
2023-09-30,2023,39,6188,Pancake Bunny,0.080626,0.0739,-0.08342222111973817,25.0
2023-09-30,2023,39,2643,Tokoin,0.00047165,0.00063661,0.3497508745892081,26.0
2023-09-30,2023,39,4956,Vidya,0.0358157,0.0379768,0.060339460069187514,27.0
2023-09-30,2023,39,7040,xFund,422.48,395.39,-0.06412137852679424,28.0
2023-09-30,2023,39,17848,PlutusDAO,0.203691,0.181681,-0.10805582966355902,29.0
2023-09-30,2023,39,4833,YfDAI.finance,77.72,78.67,0.012223365928975848,30.0
2023-09-30,2023,39,12116,Xfinite Entertainment Token,0.00028041,0.00033301,0.18758246852822666,31.0
2023-09-30,2023,39,3149,WOM Token,0.0145804,0.0165723,0.13661490768428858,32.0
2023-09-30,2023,39,1202,SmartMesh,0.00086366,0.00086667,0.0034851677743556646,33.0
2023-09-30,2023,39,8005,Etherland,0.00603193,0.00525806,-0.1282955869845969,34.0
2023-09-30,2023,39,7848,Chain Guardians,0.0286166,0.0262876,-0.08138632821509187,35.0
2023-09-30,2023,39,6771,Connect Financial,0.0492212,0.0402404,-0.18245796526699873,36.0
2023-09-30,2023,39,1175,Gifto,0.0275632,0.0212758,-0.22810849248273055,37.0
2023-09-30,2023,39,14463,Napoli Fan Token,2.72,2.66,-0.022058823529411783,38.0
2023-09-30,2023,39,8008,Dafi Protocol,0.00395749,0.0049103,0.2407611895418561,39.0
2023-09-30,2023,39,541,BOMB,0.0409147,0.0401685,-0.018237943819702833,40.0
2023-09-30,2023,39,4360,Dev Protocol,0.146317,0.128651,-0.12073785001059353,41.0
2023-09-30,2023,39,13438,Unbound Finance,0.00024651,0.00030149,0.2230335483347531,42.0
2023-09-30,2023,39,17379,Arc,0.0179429,0.0148825,-0.17056328687113015,43.0
2023-09-30,2023,39,10852,GameFi,1.67,1.56,-0.06586826347305381,44.0
2023-09-30,2023,39,10408,Tune.Fm,0.00030073,0.00029166,-0.030159944135935778,45.0
2023-09-30,2023,39,16041,Meta Ruffy,1.34e-06,5.25895e-07,-0.6075410447761195,46.0
2023-09-30,2023,39,11223,Roush Fenway Racing Fan Token,0.714505,0.692116,-0.031334980161090535,47.0
2023-09-30,2023,39,4479,UniPower,0.129718,0.132037,0.01787724140057654,48.0
2023-09-30,2023,39,15739,Lootex,0.0393136,0.0378646,-0.03685747425827192,49.0
2023-09-30,2023,39,3198,TTC PROTOCOL,0.00085704,0.00115243,0.3446630262298143,50.0
2023-09-30,2023,39,6336,Bird.Money,9.31,8.98,-0.035445757250268536,51.0
2023-09-30,2023,39,17540,Perion,0.15414,0.135517,-0.12081873621383159,52.0
2023-09-30,2023,39,10350,Polytrade,0.108112,0.09693,-0.10342977652804497,53.0
2023-09-30,2023,39,15963,Parex,0.241743,0.209041,-0.13527589216647434,54.0
2023-09-30,2023,39,14191,Plugin,0.0481742,0.0396411,-0.17713008207712846,55.0
2023-09-30,2023,39,8673,Crowny Token,0.00162478,0.00224005,0.3786789596129938,56.0
2023-09-30,2023,39,1369,Linkeye,0.00091809,0.0009487,0.033340957858162094,57.0
2023-09-30,2023,39,1044,Enigma,0.00812159,0.0082064,0.010442536498395159,58.0
2023-09-30,2023,39,14538,holoride,0.0139357,0.0133148,-0.04455463306471871,59.0
2023-09-30,2023,39,7900,Oxygen,0.0139565,0.0138383,-0.008469172070361523,60.0
2023-09-30,2023,39,13257,Formation FI,0.00086323,0.00091455,0.05945113121647764,61.0
2023-09-30,2023,39,15837,Alfa Romeo Racing ORLEN Fan Token,0.587474,0.570558,-0.02879446579763537,62.0
2023-09-30,2023,39,16377,Oath,0.0317791,0.0327867,0.03170637305650583,63.0
2023-09-30,2023,39,17908,Renewable Energy,2.79106e-10,2.89853e-10,0.038505084089915716,64.0
2023-09-30,2023,39,7798,Battle Pets,0.113102,0.117108,0.035419355979558365,65.0
2023-09-30,2023,39,7876,HAPI,8.19,8.15,-0.00488400488400478,66.0
2023-09-30,2023,39,15802,Affyn,0.0157946,0.015336,-0.029035239892114918,67.0
2023-09-30,2023,39,7690,PAR Stablecoin,1.055,1.055,0.0,68.0
2023-09-30,2023,39,5359,Hegic,0.0112651,0.012319,0.09355442916618582,69.0
2023-09-30,2023,39,8485,Zignaly,0.0135009,0.0117348,-0.13081350132213407,70.0
2023-09-30,2023,39,13210,Symbiosis Finance,0.145912,0.132693,-0.0905957015187235,71.0
2023-09-30,2023,39,3523,apM Coin,0.00529775,0.00600595,0.13367939219479966,72.0
2023-09-30,2023,39,14305,Arsenal Fan Token,1.25,1.28,0.02400000000000002,73.0
2023-09-30,2023,39,1428,EOSForce,0.00087627,0.00079501,-0.09273397468816688,74.0
2023-09-30,2023,39,11691,Aston Martin Cognizant Fan Token,0.654494,0.63643,-0.02759994744031262,75.0
2023-09-30,2023,39,256,Aventus,0.761608,0.767517,0.007758584468650609,76.0
2023-09-30,2023,39,4715,Hakka Finance,0.00168047,0.0016802,-0.00016066933655473244,77.0
2023-09-30,2023,39,14834,Wizarre Scroll,7.439e-05,7.084e-05,-0.04772146793923903,78.0
2023-09-30,2023,39,2344,Newscrypto Coin,0.057902,0.055858,-0.03530102587129985,79.0
2023-09-30,2023,39,5535,OctoFi,1.073,1.14,0.062441752096924465,80.0
2023-09-30,2023,39,2551,Project WITH,0.00640513,0.00652692,0.01901444623294142,81.0
2023-09-30,2023,39,8317,OccamFi,0.129708,0.135451,0.04427637462608319,82.0
2023-09-30,2023,39,17300,VeUSD,0.999866,1.001,0.0011341519763646902,83.0
2023-09-30,2023,39,8800,MCH Coin,0.0471037,0.0493011,0.04665026314281048,84.0
2023-09-30,2023,39,11983,Roco Finance,0.090288,0.097089,0.07532562466772995,85.0
2023-09-30,2023,39,7485,Urus Token,6.44,5.1,-0.2080745341614908,86.0
2023-09-30,2023,39,14025,Sao Paulo FC Fan Token,0.480494,0.533693,0.1107173034418744,87.0
2023-09-30,2023,39,12992,Aston Villa Fan Token,0.833633,0.831487,-0.0025742742909649467,88.0
2023-09-30,2023,39,15221,Sperax USD,0.996362,1.001,0.00465493465226486,89.0
2023-09-30,2023,39,1230,TOP Network,0.00022667,0.00022345,-0.014205673445978674,90.0
2023-09-30,2023,39,11076,Dark Frontiers,0.0183106,0.0181378,-0.009437156619662967,91.0
2023-09-30,2023,39,5678,Rio DeFi,0.00179622,0.00163405,-0.09028404093039834,92.0
2023-09-30,2023,39,833,Crystal Token,0.00150795,0.00155466,0.030975828111011596,93.0
2023-09-30,2023,39,143,Akropolis,0.00597267,0.00650618,0.0893252096633499,94.0
2023-09-30,2023,39,11140,DEUS Finance,25.97,24.82,-0.04428186368887172,95.0
2023-09-30,2023,39,9824,Kick,0.00806255,0.00805599,-0.0008136383650332966,96.0
2023-09-30,2023,39,11068,Marinade,0.040869,0.0417967,0.02269935648046188,97.0
2023-09-30,2023,39,7364,Ideaology,0.00074669,0.00130457,0.747137366243019,98.0
2023-09-30,2023,39,7433,Pangolin,0.0192071,0.0205285,0.06879747593337882,99.0
2023-09-30,2023,39,13764,Calamari Network,0.0005238,0.00061892,0.18159602901870936,100.0
2023-08-05,2023,31,11247,NASDEX Token,0.113219,0.106619,-0.05829410257995561,1.0
2023-08-05,2023,31,12476,CheckDot,0.210974,0.210475,-0.0023652203589067822,2.0
2023-08-05,2023,31,6169,UniDex,3.26,3.02,-0.07361963190184043,3.0
2023-08-05,2023,31,16401,Degis,0.00335485,0.00311624,-0.07112389525612167,4.0
2023-08-05,2023,31,15963,Parex,0.358819,0.269273,-0.2495575763825216,5.0
2023-08-05,2023,31,12301,Defactor,0.051803,0.050906,-0.017315599482655483,6.0
2023-08-05,2023,31,10350,Polytrade,0.103027,0.100219,-0.027254991410018647,7.0
2023-08-05,2023,31,16521,Fief,0.0114852,0.0114852,0.0,8.0
2023-08-05,2023,31,209,Arcs,0.00110116,0.00111408,0.01173308147771444,9.0
2023-08-05,2023,31,541,BOMB,0.05965,0.063974,0.07248952221290865,10.0
2023-08-05,2023,31,1385,Enecuum,0.00635269,0.00579646,-0.08755818401338653,11.0
2023-08-05,2023,31,4833,YfDAI.finance,93.72,102.24,0.09090909090909087,12.0
2023-08-05,2023,31,5561,Burger Swap,0.393944,0.400762,0.017307028410129335,13.0
2023-08-05,2023,31,13828,DappRadar,0.00577849,0.0062288,0.07792866302442329,14.0
2023-08-05,2023,31,7040,xFund,582.33,863.27,0.4824412274826987,15.0
2023-08-05,2023,31,17848,PlutusDAO,0.199078,0.179202,-0.0998402636152664,16.0
2023-08-05,2023,31,9847,Lithium Finance,0.00031478,0.00031444,-0.0010801194485038463,17.0
2023-08-05,2023,31,16990,Shina Inu,1.32e-06,1.35e-06,0.02272727272727267,18.0
2023-08-05,2023,31,5496,Nuco.Cloud,0.153586,0.202448,0.31814097639107725,19.0
2023-08-05,2023,31,6011,DefiDollar DAO,0.00099908,0.00119928,0.20038435360531687,20.0
2023-08-05,2023,31,106,Aditus,0.00029339,0.00035128,0.19731415522001433,21.0
2023-08-05,2023,31,6188,Pancake Bunny,0.080992,0.083241,0.02776817463453182,22.0
2023-08-05,2023,31,9958,Throne,0.0443822,0.0446736,0.006565695256206411,23.0
2023-08-05,2023,31,1255,Viberate,0.050994,0.0484561,-0.04976860022747766,24.0
2023-08-05,2023,31,16377,Oath,0.0472038,0.0398672,-0.1554239277346315,25.0
2023-08-05,2023,31,13253,Witnet,0.00727044,0.00794131,0.09227364506137174,26.0
2023-08-05,2023,31,9859,Stratos,0.503009,0.575577,0.14426779640125714,27.0
2023-08-05,2023,31,5837,BillionHappiness,9.0,9.04,0.00444444444444435,28.0
2023-08-05,2023,31,4479,UniPower,0.143671,0.167211,0.1638465661128551,29.0
2023-08-05,2023,31,8860,Unicly,2.45,2.41,-0.01632653061224491,30.0
2023-08-05,2023,31,11972,Lunr Token,0.083521,0.078177,-0.0639839082386466,31.0
2023-08-05,2023,31,1210,Matrix AI Network,0.0159729,0.0167114,0.04623455978563689,32.0
2023-08-05,2023,31,4956,Vidya,0.059929,0.061257,0.02215955547397747,33.0
2023-08-05,2023,31,1159,Hydro,0.00206769,0.00201848,-0.02379950572861505,34.0
2023-08-05,2023,31,17870,GoMeat,0.270698,0.218759,-0.19187064551640567,35.0
2023-08-05,2023,31,7360,AC Milan Fan Token,2.13,2.19,0.028169014084507067,36.0
2023-08-05,2023,31,10058,Only1,0.00140865,0.00245919,0.745777872431051,37.0
2023-08-05,2023,31,12001,King Shiba,0.00441068,0.00769685,0.7450483825623259,38.0
2023-08-05,2023,31,1172,SERO,0.00728262,0.0076196,0.046271808772117694,39.0
2023-08-05,2023,31,208,Arcblock,0.086411,0.082854,-0.04116374072745373,40.0
